face_local_index,x_over_c,y_over_c,surface,Cp
499,0.7949495,0.04931465,upper,-0.17080188
500,0.7976145,0.048779199999999995,upper,-0.1666785
501,0.800279,0.04824115,upper,-0.16265582
502,0.802943,0.047700599999999996,upper,-0.15869035
503,0.8056065,0.04715745,upper,-0.15482207
504,0.8082695000000001,0.046611650000000004,upper,-0.15101482
505,0.810932,0.0460633,upper,-0.14730629
506,0.8135939999999999,0.04551235,upper,-0.14366024
507,0.8162555,0.0449588,upper,-0.14010912
508,0.8189164999999999,0.0444027,upper,-0.13662991
509,0.8215775000000001,0.043843999999999994,upper,-0.13323252
510,0.824238,0.0432827,upper,-0.12992041
511,0.826898,0.0427188,upper,-0.1266786
512,0.8295575,0.042152300000000004,upper,-0.12352543
513,0.8322160000000001,0.0415832,upper,-0.12045088
514,0.8348745,0.0410115,upper,-0.11744157
515,0.8375325,0.0404372,upper,-0.11453241
516,0.84019,0.0398603,upper,-0.11167227
517,0.842847,0.03928085,upper,-0.10891578
518,0.8455035,0.0386988,upper,-0.10620744
519,0.84816,0.03811405,upper,-0.10359161
520,0.8508155,0.037526699999999996,upper,-0.10104062
521,0.8534705,0.0369368,upper,-0.098559013
522,0.856125,0.036344299999999996,upper,-0.096150471
523,0.858779,0.03574915,upper,-0.093805342
524,0.8614325,0.03515135,upper,-0.091530578
525,0.8640855000000001,0.03455095,upper,-0.089316587
526,0.8667385,0.03394795,upper,-0.087166249
527,0.8693905000000001,0.0333423,upper,-0.085079604
528,0.872042,0.03273405,upper,-0.083047844
529,0.8746935,0.03212315,upper,-0.081077834
530,0.877344,0.0315096,upper,-0.079162337
531,0.8799939999999999,0.03089345,upper,-0.077301951
532,0.8826434999999999,0.03027465,upper,-0.07549506
533,0.8852924999999999,0.029653200000000005,upper,-0.073737144
534,0.8879414999999999,0.029029100000000002,upper,-0.072029059
535,0.8905894999999999,0.02840235,upper,-0.070369699
536,0.8932370000000001,0.027772949999999998,upper,-0.068754733
537,0.8958845,0.0271409,upper,-0.067185494
538,0.898531,0.02650615,upper,-0.065659324
539,0.901177,0.025868749999999996,upper,-0.064174842
540,0.9038225,0.0252287,upper,-0.062729257
541,0.9064669999999999,0.024585950000000002,upper,-0.061323924
